Experiment,Topic,ID,Question,Response,CorrectAnswer,label
1,Statistics,276,What kind of sampling ensures representative data?,random,Random sampling,1
1,Statistics,283,What kind of sampling ensures representative data?,random sampling,Random sampling,1
1,Statistics,284,What kind of sampling ensures representative data?,sensus vot,Random sampling,-1
1,Statistics,290,What kind of sampling ensures representative data?,samp,Random sampling,-1
1,Statistics,297,What kind of sampling ensures representative data?,simple random sampling,Random sampling,1
1,Statistics,308,What kind of sampling ensures representative data?,qouta,Random sampling,-1
1,Statistics,310,What kind of sampling ensures representative data?,propo,Random sampling,-1
1,Statistics,328,What kind of sampling ensures representative data?,"Random sampling, each person has an equal chance of getting picked",Random sampling,1
1,Statistics,342,What kind of sampling ensures representative data?,random sampling,Random sampling,1
1,Statistics,349,What kind of sampling ensures representative data?,random sampling ,Random sampling,1
1,Statistics,457,What kind of sampling ensures representative data?,random sampling ,Random sampling,1
1,Statistics,359,What kind of sampling ensures representative data?,random,Random sampling,1
1,Statistics,400,What kind of sampling ensures representative data?,Random sampling ensures representative data because it will accurately depict the p,Random sampling,1
1,Statistics,402,What kind of sampling ensures representative data?,a survey,Random sampling,-1
1,Statistics,102,Give one example of data collection that involves direct observation. ,Survey,Survey,1
1,Statistics,124,Give one example of data collection that involves direct observation. ,a survey ,Survey,1
1,Statistics,125,Give one example of data collection that involves direct observation. ,psychology experiment ,Survey,-1
1,Statistics,128,Give one example of data collection that involves direct observation. ,experiments?,Survey,-1
1,Statistics,135,Give one example of data collection that involves direct observation. ,population counting/ youth sports,Survey,-1
1,Statistics,155,Give one example of data collection that involves direct observation. ,survey,Survey,1
1,Statistics,157,Give one example of data collection that involves direct observation. ,survey,Survey,1
1,Statistics,168,Give one example of data collection that involves direct observation. ,when collect data on kids in a classroom,Survey,-1
1,Statistics,169,Give one example of data collection that involves direct observation. ,survey,Survey,1
1,Statistics,175,Give one example of data collection that involves direct observation. ,population on campus,Survey,-1
1,Statistics,199,Give one example of data collection that involves direct observation. ,seeing how well students do ,Survey,-1
1,Statistics,205,Give one example of data collection that involves direct observation. ,A survey. ,Survey,1
1,Statistics,227,Give one example of data collection that involves direct observation. ,the way that people,Survey,-1
1,Statistics,230,Give one example of data collection that involves direct observation. ,survey,Survey,1
1,Statistics,231,Give one example of data collection that involves direct observation. ,Random sampling ,Survey,-1
1,Statistics,246,Give one example of data collection that involves direct observation. ,Observing something or somebody and taking notes on what you are observing,Survey,-1
1,Statistics,253,Give one example of data collection that involves direct observation. ,experiment,Survey,-1
1,Statistics,276,Give one example of data collection that involves direct observation. ,0,Survey,-1
1,Statistics,283,Give one example of data collection that involves direct observation. ,h,Survey,-1
1,Statistics,284,Give one example of data collection that involves direct observation. ,surveys ,Survey,1
1,Statistics,290,Give one example of data collection that involves direct observation. ,surveti,Survey,0
1,Statistics,297,Give one example of data collection that involves direct observation. ,giving a survey to P,Survey,1
1,Statistics,308,Give one example of data collection that involves direct observation. ,teacher lessons,Survey,-1
1,Statistics,310,Give one example of data collection that involves direct observation. ,survey,Survey,1
1,Statistics,328,Give one example of data collection that involves direct observation. ,A survey,Survey,1
1,Statistics,342,Give one example of data collection that involves direct observation. ,a survey,Survey,1
1,Statistics,349,Give one example of data collection that involves direct observation. ,naturalistic observation,Survey,-1
1,Statistics,457,Give one example of data collection that involves direct observation. ,experiment ,Survey,-1
1,Statistics,359,Give one example of data collection that involves direct observation. ,A survey.,Survey,1
1,Statistics,400,Give one example of data collection that involves direct observation. ,A survey,Survey,1
1,Statistics,402,Give one example of data collection that involves direct observation. ,an experiment,Survey,-1
1,Statistics,102,What can an experimental study do that an observational study cannot?,It can determine a cause-effect relationship,Draw a causation,1
1,Statistics,124,What can an experimental study do that an observational study cannot?,have more control and can claim causation ,Draw a causation,1
1,Statistics,125,What can an experimental study do that an observational study cannot?,manipulate experiment ,Draw a causation,1
1,Statistics,128,What can an experimental study do that an observational study cannot?,control outside variables and prevent confounds,Draw a causation,1
1,Statistics,135,What can an experimental study do that an observational study cannot?,casual relationship,Draw a causation,1
1,Statistics,155,What can an experimental study do that an observational study cannot?,an experimental study eliminates confounding variables,Draw a causation,1
1,Statistics,157,What can an experimental study do that an observational study cannot?,take action/interfere/control the study,Draw a causation,1
1,Statistics,168,What can an experimental study do that an observational study cannot?,able to influence the study and not just observe,Draw a causation,0
1,Statistics,169,What can an experimental study do that an observational study cannot?,control variables,Draw a causation,1
1,Statistics,175,What can an experimental study do that an observational study cannot?,look at the statistics,Draw a causation,-1
1,Statistics,199,What can an experimental study do that an observational study cannot?,change variables. You can get involved in an experimental study but you can only watch in an observatiuo,Draw a causation,1
1,Statistics,205,What can an experimental study do that an observational study cannot?,an experimental study can change or manipulate parts of the experiment while an observational study cannot,Draw a causation,1
1,Statistics,227,What can an experimental study do that an observational study cannot?,find a cause and effect,Draw a causation,1
1,Statistics,230,What can an experimental study do that an observational study cannot?,determine causation,Draw a causation,1
1,Statistics,231,What can an experimental study do that an observational study cannot?,Manipulate variables,Draw a causation,1
1,Statistics,246,What can an experimental study do that an observational study cannot?,An experimental study can allow you to change certain variables and really find out what you are trying to learn more about,Draw a causation,1
1,Statistics,253,What can an experimental study do that an observational study cannot?,manipulate variables ,Draw a causation,1
1,Statistics,276,What can an experimental study do that an observational study cannot?,"explain causation, not just correlation",Draw a causation,1
1,Statistics,283,What can an experimental study do that an observational study cannot?,it can determine if there is causation rather than just correlation,Draw a causation,1
1,Statistics,284,What can an experimental study do that an observational study cannot?,tell you the cause ,Draw a causation,1
1,Statistics,290,What can an experimental study do that an observational study cannot?,randomization - resolve all other factors,Draw a causation,0
1,Statistics,297,What can an experimental study do that an observational study cannot?,You can control for po confounding variables,Draw a causation,1
1,Statistics,308,What can an experimental study do that an observational study cannot?,manipulate variables,Draw a causation,1
1,Statistics,310,What can an experimental study do that an observational study cannot?,control for hidden variables and not just take data of themas well,Draw a causation,1
1,Statistics,328,What can an experimental study do that an observational study cannot?,Can interpret cause and effect,Draw a causation,1
1,Statistics,342,What can an experimental study do that an observational study cannot?,control lurking variables,Draw a causation,1
1,Statistics,349,What can an experimental study do that an observational study cannot?,explain cause and effect,Draw a causation,1
1,Statistics,457,What can an experimental study do that an observational study cannot?,You can have control and change things in the experiment ,Draw a causation,1
1,Statistics,359,What can an experimental study do that an observational study cannot?,you can control for confounding variables in an experimental study by controlling the inputs and ,Draw a causation,1
1,Statistics,400,What can an experimental study do that an observational study cannot?,an experimental study can determine causal relations,Draw a causation,1
1,Statistics,402,What can an experimental study do that an observational study cannot?,you can have a control,Draw a causation,-1
1,Statistics,102,What kind of variables make it difficult to interpret data?,hidden variables ,Lurking/confounding variables,1
1,Statistics,124,What kind of variables make it difficult to interpret data?,confound variable,Lurking/confounding variables,1
1,Statistics,125,What kind of variables make it difficult to interpret data?,cofounding ,Lurking/confounding variables,1
1,Statistics,128,What kind of variables make it difficult to interpret data?,"confounding variables, variables that you didn't see before that could be the link between two other variables.",Lurking/confounding variables,1
1,Statistics,135,What kind of variables make it difficult to interpret data?,extraneous variables,Lurking/confounding variables,0
1,Statistics,155,What kind of variables make it difficult to interpret data?,confounding variables,Lurking/confounding variables,1
1,Statistics,157,What kind of variables make it difficult to interpret data?,confounding variables,Lurking/confounding variables,1
1,Statistics,168,What kind of variables make it difficult to interpret data?,confunding ,Lurking/confounding variables,1
1,Statistics,169,What kind of variables make it difficult to interpret data?,variables that you cannot see,Lurking/confounding variables,0
1,Statistics,175,What kind of variables make it difficult to interpret data?,similar,Lurking/confounding variables,-1
1,Statistics,199,What kind of variables make it difficult to interpret data?,0,Lurking/confounding variables,-1
1,Statistics,205,What kind of variables make it difficult to interpret data?,confounding variables,Lurking/confounding variables,1
1,Statistics,227,What kind of variables make it difficult to interpret data?,compound variables,Lurking/confounding variables,-1
1,Statistics,230,What kind of variables make it difficult to interpret data?,confounding,Lurking/confounding variables,1
1,Statistics,231,What kind of variables make it difficult to interpret data?,Confounding variables make it difficult ,Lurking/confounding variables,1
1,Statistics,246,What kind of variables make it difficult to interpret data?,Confound variables,Lurking/confounding variables,1
1,Statistics,253,What kind of variables make it difficult to interpret data?,confounding variable,Lurking/confounding variables,1
1,Statistics,276,What kind of variables make it difficult to interpret data?,confounding variables,Lurking/confounding variables,1
1,Statistics,283,What kind of variables make it difficult to interpret data?,unknown variables that are not measured during the study,Lurking/confounding variables,1
1,Statistics,284,What kind of variables make it difficult to interpret data?,hidden variables or third variable ,Lurking/confounding variables,1
1,Statistics,290,What kind of variables make it difficult to interpret data?,confounding variables,Lurking/confounding variables,1
1,Statistics,297,What kind of variables make it difficult to interpret data?,confounding variables,Lurking/confounding variables,1
1,Statistics,308,What kind of variables make it difficult to interpret data?,confounding,Lurking/confounding variables,1
1,Statistics,310,What kind of variables make it difficult to interpret data?,compounding variables,Lurking/confounding variables,1
1,Statistics,328,What kind of variables make it difficult to interpret data?,confounding variables,Lurking/confounding variables,1
1,Statistics,342,What kind of variables make it difficult to interpret data?,lurking or confounded variables ,Lurking/confounding variables,1
1,Statistics,349,What kind of variables make it difficult to interpret data?,confounding,Lurking/confounding variables,1
1,Statistics,457,What kind of variables make it difficult to interpret data?,compound ,Lurking/confounding variables,-1
1,Statistics,359,What kind of variables make it difficult to interpret data?,confounding variables.,Lurking/confounding variables,1
1,Statistics,400,What kind of variables make it difficult to interpret data?,confounding variables,Lurking/confounding variables,1
1,Statistics,402,What kind of variables make it difficult to interpret data?,the confounding variables,Lurking/confounding variables,1
1,Statistics,102,What should be done to reduce the chance of unexpected group differences in a study?,Randomization of the group ,Randomization,1
1,Statistics,124,What should be done to reduce the chance of unexpected group differences in a study?,randomization and have controls ,Randomization,1
1,Statistics,125,What should be done to reduce the chance of unexpected group differences in a study?,pay attention to cofounding variables ,Randomization,-1
1,Statistics,128,What should be done to reduce the chance of unexpected group differences in a study?,control the variables. Like in the cricket exprimment where the researcher controlled the entirety of the environ,Randomization,-1
1,Statistics,135,What should be done to reduce the chance of unexpected group differences in a study?,trace backwards & pinpoint where mistakes occured,Randomization,-1
1,Statistics,155,What should be done to reduce the chance of unexpected group differences in a study?,randomization,Randomization,1
1,Statistics,157,What should be done to reduce the chance of unexpected group differences in a study?,randomization,Randomization,1
1,Statistics,168,What should be done to reduce the chance of unexpected group differences in a study?,Randomize the group,Randomization,1
1,Statistics,169,What should be done to reduce the chance of unexpected group differences in a study?,randomization,Randomization,1
1,Statistics,175,What should be done to reduce the chance of unexpected group differences in a study?,randomizing the variables,Randomization,1
1,Statistics,199,What should be done to reduce the chance of unexpected group differences in a study?,Randomization,Randomization,1
1,Statistics,205,What should be done to reduce the chance of unexpected group differences in a study?,randomization of the study to take out a lot of the confounding variables,Randomization,1
1,Statistics,227,What should be done to reduce the chance of unexpected group differences in a study?,randomization,Randomization,1
1,Statistics,230,What should be done to reduce the chance of unexpected group differences in a study?,randomization of selection,Randomization,1
1,Statistics,231,What should be done to reduce the chance of unexpected group differences in a study?,Have a control variable,Randomization,-1
1,Statistics,246,What should be done to reduce the chance of unexpected group differences in a study?,Randomization,Randomization,1
1,Statistics,253,What should be done to reduce the chance of unexpected group differences in a study?,randomization,Randomization,1
1,Statistics,276,What should be done to reduce the chance of unexpected group differences in a study?,randomly choose the members for the experimental group,Randomization,1
1,Statistics,283,What should be done to reduce the chance of unexpected group differences in a study?,randomize ,Randomization,1
1,Statistics,284,What should be done to reduce the chance of unexpected group differences in a study?,randomize the group,Randomization,1
1,Statistics,290,What should be done to reduce the chance of unexpected group differences in a study?,randomization,Randomization,1
1,Statistics,297,What should be done to reduce the chance of unexpected group differences in a study?,Randomization,Randomization,1
1,Statistics,308,What should be done to reduce the chance of unexpected group differences in a study?,randomization?,Randomization,1
1,Statistics,310,What should be done to reduce the chance of unexpected group differences in a study?,randomization,Randomization,1
1,Statistics,328,What should be done to reduce the chance of unexpected group differences in a study?,Randomization,Randomization,1
1,Statistics,342,What should be done to reduce the chance of unexpected group differences in a study?,random selection from the group,Randomization,1
1,Statistics,349,What should be done to reduce the chance of unexpected group differences in a study?,randomize,Randomization,1
1,Statistics,457,What should be done to reduce the chance of unexpected group differences in a study?,randomization,Randomization,1
1,Statistics,359,What should be done to reduce the chance of unexpected group differences in a study?,randomization can be done as well as multiple trials.,Randomization,1
1,Statistics,400,What should be done to reduce the chance of unexpected group differences in a study?,you should randomize your variable assignment,Randomization,1
1,Statistics,402,What should be done to reduce the chance of unexpected group differences in a study?,randomization,Randomization,1
1,Statistics,102,In ___________ studies you report what's happening without influencing the activity by any means.,observational ,Observational,1
1,Statistics,124,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,125,In ___________ studies you report what's happening without influencing the activity by any means.,observational ,Observational,1
1,Statistics,128,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,135,In ___________ studies you report what's happening without influencing the activity by any means.,0,Observational,-1
1,Statistics,155,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,157,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,168,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,169,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,175,In ___________ studies you report what's happening without influencing the activity by any means.,0,Observational,-1
1,Statistics,199,In ___________ studies you report what's happening without influencing the activity by any means.,Observational,Observational,1
1,Statistics,205,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,227,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,230,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,231,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,246,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,253,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,276,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,283,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,284,In ___________ studies you report what's happening without influencing the activity by any means.,observational ,Observational,1
1,Statistics,290,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,297,In ___________ studies you report what's happening without influencing the activity by any means.,direct observation,Observational,1
1,Statistics,308,In ___________ studies you report what's happening without influencing the activity by any means.,confounding?,Observational,-1
1,Statistics,310,In ___________ studies you report what's happening without influencing the activity by any means.,observation,Observational,1
1,Statistics,328,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,342,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,349,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,457,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,359,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,400,In ___________ studies you report what's happening without influencing the activity by any means.,observational (direct observation),Observational,1
1,Statistics,402,In ___________ studies you report what's happening without influencing the activity by any means.,observational,Observational,1
1,Statistics,102,In what kind of studies do researchers manipulate variables?,Experimental studies ,Experimental Studies,1
1,Statistics,124,In what kind of studies do researchers manipulate variables?,experimental ,Experimental Studies,1
1,Statistics,125,In what kind of studies do researchers manipulate variables?,experimental ,Experimental Studies,1
1,Statistics,128,In what kind of studies do researchers manipulate variables?,Experimental studies,Experimental Studies,1
1,Statistics,135,In what kind of studies do researchers manipulate variables?,research studies,Experimental Studies,-1
1,Statistics,155,In what kind of studies do researchers manipulate variables?,experimental,Experimental Studies,1
1,Statistics,157,In what kind of studies do researchers manipulate variables?,0,Experimental Studies,-1
1,Statistics,168,In what kind of studies do researchers manipulate variables?,Experimental,Experimental Studies,1
1,Statistics,169,In what kind of studies do researchers manipulate variables?,experimental studies,Experimental Studies,1
1,Statistics,175,In what kind of studies do researchers manipulate variables?,randomizing,Experimental Studies,-1
1,Statistics,199,In what kind of studies do researchers manipulate variables?,Experimental studies,Experimental Studies,1
1,Statistics,205,In what kind of studies do researchers manipulate variables?,an experimental study,Experimental Studies,1
1,Statistics,227,In what kind of studies do researchers manipulate variables?,experiment  ,Experimental Studies,1
1,Statistics,230,In what kind of studies do researchers manipulate variables?,experimental,Experimental Studies,1
1,Statistics,231,In what kind of studies do researchers manipulate variables?,Experimental studies,Experimental Studies,1
1,Statistics,246,In what kind of studies do researchers manipulate variables?,experimental,Experimental Studies,1
1,Statistics,253,In what kind of studies do researchers manipulate variables?,experimental,Experimental Studies,1
1,Statistics,276,In what kind of studies do researchers manipulate variables?,experimental,Experimental Studies,1
1,Statistics,283,In what kind of studies do researchers manipulate variables?,experimental studies,Experimental Studies,1
1,Statistics,284,In what kind of studies do researchers manipulate variables?,experimental ,Experimental Studies,1
1,Statistics,290,In what kind of studies do researchers manipulate variables?,randomization,Experimental Studies,-1
1,Statistics,297,In what kind of studies do researchers manipulate variables?,Experiments,Experimental Studies,1
1,Statistics,308,In what kind of studies do researchers manipulate variables?,experiments,Experimental Studies,1
1,Statistics,310,In what kind of studies do researchers manipulate variables?,experimental,Experimental Studies,1
1,Statistics,328,In what kind of studies do researchers manipulate variables?,experimental studies,Experimental Studies,1
1,Statistics,342,In what kind of studies do researchers manipulate variables?,experimental ,Experimental Studies,1
1,Statistics,349,In what kind of studies do researchers manipulate variables?,experiment ,Experimental Studies,1
1,Statistics,457,In what kind of studies do researchers manipulate variables?,experimental ,Experimental Studies,1
1,Statistics,359,In what kind of studies do researchers manipulate variables?,experimental studies.,Experimental Studies,1
1,Statistics,400,In what kind of studies do researchers manipulate variables?,experiments ,Experimental Studies,1
1,Statistics,402,In what kind of studies do researchers manipulate variables?,experimental,Experimental Studies,1
1,Statistics,102,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",Make one of the crickets sick and then see which she chooses ,Manipulate the health of male crickets,1
1,Statistics,124,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",randomize sickness to some male crickets and control other variables and allow female to choose,Manipulate the health of male crickets,1
1,Statistics,125,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",make one sick and one healthy ,Manipulate the health of male crickets,1
1,Statistics,128,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?","either observe, or do an experimental study and make some crickets randomly sick whilst cont",Manipulate the health of male crickets,1
1,Statistics,135,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",inspect their features & see how scared they seem,Manipulate the health of male crickets,-1
1,Statistics,155,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",randomization,Manipulate the health of male crickets,-1
1,Statistics,157,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",make a select sample sick,Manipulate the health of male crickets,1
1,Statistics,168,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",have  the same amount of crickets being sick and healthy to insure the ,Manipulate the health of male crickets,1
1,Statistics,169,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",make some sick and keep some healthy,Manipulate the health of male crickets,1
1,Statistics,175,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",make them sick ,Manipulate the health of male crickets,1
1,Statistics,199,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",Make one sick and leave the other one to be healthy,Manipulate the health of male crickets,1
1,Statistics,205,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?","You should infect some of the male crickets, while randomizing the infected males age, size, and other variables of th",Manipulate the health of male crickets,1
1,Statistics,227,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",make random male crickets sick ,Manipulate the health of male crickets,1
1,Statistics,230,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",make one cricket sick and leave the other healthy,Manipulate the health of male crickets,1
1,Statistics,231,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",Make some of them sick to compare to the heathy ones,Manipulate the health of male crickets,1
1,Statistics,246,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?","Have a variety of male crickets who are both healthy and unhealthy, and see who the f",Manipulate the health of male crickets,1
1,Statistics,253,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",use a sic,Manipulate the health of male crickets,-1
1,Statistics,276,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?","randomly make them sick,  but leave some he",Manipulate the health of male crickets,1
1,Statistics,283,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",randomly select half of the male crickets to be sick in order to ensure other variables do not,Manipulate the health of male crickets,1
1,Statistics,284,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",randomize the crickets (size shapet etc),Manipulate the health of male crickets,-1
1,Statistics,290,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",randomization,Manipulate the health of male crickets,-1
1,Statistics,297,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",Randomly choose half of the male crickets to make sick,Manipulate the health of male crickets,1
1,Statistics,308,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",seperate them into sick and healthy groups (experiment groups) see which one the female chooses,Manipulate the health of male crickets,1
1,Statistics,310,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",make male crickets sick at random to see if health ,Manipulate the health of male crickets,1
1,Statistics,328,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?","Randomize which crickets you should infect, if ",Manipulate the health of male crickets,1
1,Statistics,342,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",make some of them sick and see which ones the femia,Manipulate the health of male crickets,1
1,Statistics,349,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",randomize,Manipulate the health of male crickets,-1
1,Statistics,457,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",Have the male crickets be sick,Manipulate the health of male crickets,1
1,Statistics,359,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",randomize the male cricket populations and make sure there ar,Manipulate the health of male crickets,-1
1,Statistics,400,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",make half of the male crickets sick and see which o,Manipulate the health of male crickets,1
1,Statistics,402,"If you want to know whether female crickets choose their mates based on health, what should you do to the male crickets?",get a random sample of both healthy and sick,Manipulate the health of male crickets,1
1,Statistics,102,Name one potential disadvantage of experiments.,Expensive,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,124,Name one potential disadvantage of experiments.,expensive ,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,125,Name one potential disadvantage of experiments.,biased experiments ,"Unethical, not interested in causality, expensive, or difficult to run",-1
1,Statistics,128,Name one potential disadvantage of experiments.,"there are biases, it can be expensive, it can be difficult to create a controlled environment","Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,135,Name one potential disadvantage of experiments.,harm to the environment or people involved w/ the experiment,"Unethical, not interested in causality, expensive, or difficult to run",0
1,Statistics,155,Name one potential disadvantage of experiments.,they can be expensive,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,157,Name one potential disadvantage of experiments.,bias,"Unethical, not interested in causality, expensive, or difficult to run",-1
1,Statistics,168,Name one potential disadvantage of experiments.,Can have bias amon the researchers,"Unethical, not interested in causality, expensive, or difficult to run",-1
1,Statistics,169,Name one potential disadvantage of experiments.,"cannot find causation, only correlation","Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,175,Name one potential disadvantage of experiments.,having biased data,"Unethical, not interested in causality, expensive, or difficult to run",-1
1,Statistics,199,Name one potential disadvantage of experiments.,There may be some sort of insider knowledge or bias that can ruin the results,"Unethical, not interested in causality, expensive, or difficult to run",-1
1,Statistics,205,Name one potential disadvantage of experiments.,they are sometimes costly,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,227,Name one potential disadvantage of experiments.,they are expensive,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,230,Name one potential disadvantage of experiments.,can be unethical,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,231,Name one potential disadvantage of experiments.,they can be unethical,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,246,Name one potential disadvantage of experiments.,Expensive to run (costly),"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,253,Name one potential disadvantage of experiments.,costly,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,276,Name one potential disadvantage of experiments.,They can be unethical,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,283,Name one potential disadvantage of experiments.,they could be unethical,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,284,Name one potential disadvantage of experiments.,"they are very expensive, unethical, or just cant do them","Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,290,Name one potential disadvantage of experiments.,can be unethical,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,297,Name one potential disadvantage of experiments.,They can be expensive,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,308,Name one potential disadvantage of experiments.,expensive,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,310,Name one potential disadvantage of experiments.,unethical,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,328,Name one potential disadvantage of experiments.,They may be unethical,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,342,Name one potential disadvantage of experiments.,they cant be unethical,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,349,Name one potential disadvantage of experiments.,expensive,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,457,Name one potential disadvantage of experiments.,expensive,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,359,Name one potential disadvantage of experiments.,it can be unethical to preform an experiment like the cancer exper ,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,400,Name one potential disadvantage of experiments.,they are expensive,"Unethical, not interested in causality, expensive, or difficult to run",1
1,Statistics,402,Name one potential disadvantage of experiments.,people not participating,"Unethical, not interested in causality, expensive, or difficult to run",-1
1,Statistics,102,What sampling method ensures that every member of the sample has an equal chance of being picked?,Random Sampling,Simple random sampling,1
1,Statistics,124,What sampling method ensures that every member of the sample has an equal chance of being picked?,Random Sampling,Simple random sampling,1
1,Statistics,125,What sampling method ensures that every member of the sample has an equal chance of being picked?,SR0,Simple random sampling,1
1,Statistics,128,What sampling method ensures that every member of the sample has an equal chance of being picked?,Random Sampling,Simple random sampling,1
1,Statistics,135,What sampling method ensures that every member of the sample has an equal chance of being picked?,simple random sampling,Simple random sampling,1
1,Statistics,155,What sampling method ensures that every member of the sample has an equal chance of being picked?,simple population sampling,Simple random sampling,-1
1,Statistics,157,What sampling method ensures that every member of the sample has an equal chance of being picked?,simple random sample,Simple random sampling,1
1,Statistics,168,What sampling method ensures that every member of the sample has an equal chance of being picked?,Simple Random Sampling,Simple random sampling,1
1,Statistics,169,What sampling method ensures that every member of the sample has an equal chance of being picked?,Simple random sample,Simple random sampling,1
1,Statistics,175,What sampling method ensures that every member of the sample has an equal chance of being picked?,s,Simple random sampling,-1
1,Statistics,199,What sampling method ensures that every member of the sample has an equal chance of being picked?,simple random sampling,Simple random sampling,1
1,Statistics,205,What sampling method ensures that every member of the sample has an equal chance of being picked?,Simple Random Sampling,Simple random sampling,1
1,Statistics,227,What sampling method ensures that every member of the sample has an equal chance of being picked?,simple random sampling,Simple random sampling,1
1,Statistics,230,What sampling method ensures that every member of the sample has an equal chance of being picked?,simple random sample,Simple random sampling,1
1,Statistics,231,What sampling method ensures that every member of the sample has an equal chance of being picked?,random sample,Simple random sampling,1
1,Statistics,246,What sampling method ensures that every member of the sample has an equal chance of being picked?,Standard Random Sampling,Simple random sampling,1
1,Statistics,253,What sampling method ensures that every member of the sample has an equal chance of being picked?,simple random sampling,Simple random sampling,1
